GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20
18915,ZCTA5 18915,42091,Montgomery County
18917,ZCTA5 18917,42017,Bucks County
18920,ZCTA5 18920,42017,Bucks County
18921,ZCTA5 18921,42017,Bucks County
18923,ZCTA5 18923,42017,Bucks County
18925,ZCTA5 18925,42017,Bucks County
18927,ZCTA5 18927,42017,Bucks County
18929,ZCTA5 18929,42017,Bucks County
18930,ZCTA5 18930,42017,Bucks County
18932,ZCTA5 18932,42017,Bucks County
18933,ZCTA5 18933,42017,Bucks County
18935,ZCTA5 18935,42017,Bucks County
18936,ZCTA5 18936,42091,Montgomery County
18938,ZCTA5 18938,42017,Bucks County
18940,ZCTA5 18940,42017,Bucks County
18942,ZCTA5 18942,42017,Bucks County
18944,ZCTA5 18944,42017,Bucks County
18946,ZCTA5 18946,42017,Bucks County
18947,ZCTA5 18947,42017,Bucks County
18950,ZCTA5 18950,42017,Bucks County
18951,ZCTA5 18951,42017,Bucks County
18951,ZCTA5 18951,42077,Lehigh County
18954,ZCTA5 18954,42017,Bucks County
18955,ZCTA5 18955,42017,Bucks County
18960,ZCTA5 18960,42017,Bucks County
18962,ZCTA5 18962,42017,Bucks County
18964,ZCTA5 18964,42017,Bucks County
18964,ZCTA5 18964,42091,Montgomery County
18966,ZCTA5 18966,42017,Bucks County
18969,ZCTA5 18969,42017,Bucks County
18969,ZCTA5 18969,42091,Montgomery County
18970,ZCTA5 18970,42017,Bucks County
18972,ZCTA5 18972,42017,Bucks County
18974,ZCTA5 18974,42017,Bucks County
18976,ZCTA5 18976,42017,Bucks County
18977,ZCTA5 18977,42017,Bucks County
18980,ZCTA5 18980,42017,Bucks County
19001,ZCTA5 19001,42091,Montgomery County
19002,ZCTA5 19002,42091,Montgomery County
19003,ZCTA5 19003,42045,Delaware County
19003,ZCTA5 19003,42091,Montgomery County
19004,ZCTA5 19004,42091,Montgomery County
19006,ZCTA5 19006,42017,Bucks County
19006,ZCTA5 19006,42091,Montgomery County
19007,ZCTA5 19007,42017,Bucks County
19008,ZCTA5 19008,42045,Delaware County
19009,ZCTA5 19009,42091,Montgomery County
19010,ZCTA5 19010,42045,Delaware County
19010,ZCTA5 19010,42091,Montgomery County
19012,ZCTA5 19012,42091,Montgomery County
19013,ZCTA5 19013,42045,Delaware County
19014,ZCTA5 19014,42045,Delaware County
19015,ZCTA5 19015,42045,Delaware County
19017,ZCTA5 19017,42045,Delaware County
19018,ZCTA5 19018,42045,Delaware County
19020,ZCTA5 19020,42017,Bucks County
19021,ZCTA5 19021,42017,Bucks County
19022,ZCTA5 19022,42045,Delaware County
19023,ZCTA5 19023,42045,Delaware County
19025,ZCTA5 19025,42091,Montgomery County
19026,ZCTA5 19026,42045,Delaware County
19027,ZCTA5 19027,42091,Montgomery County
19029,ZCTA5 19029,42045,Delaware County
19030,ZCTA5 19030,42017,Bucks County
19031,ZCTA5 19031,42091,Montgomery County
19032,ZCTA5 19032,42045,Delaware County
19033,ZCTA5 19033,42045,Delaware County
19034,ZCTA5 19034,42091,Montgomery County
19035,ZCTA5 19035,42091,Montgomery County
19036,ZCTA5 19036,42045,Delaware County
19038,ZCTA5 19038,42091,Montgomery County
19040,ZCTA5 19040,42017,Bucks County
19040,ZCTA5 19040,42091,Montgomery County
19041,ZCTA5 19041,42045,Delaware County
19041,ZCTA5 19041,42091,Montgomery County
19043,ZCTA5 19043,42045,Delaware County
19044,ZCTA5 19044,42091,Montgomery County
19046,ZCTA5 19046,42091,Montgomery County
19047,ZCTA5 19047,42017,Bucks County
19050,ZCTA5 19050,42045,Delaware County
19052,ZCTA5 19052,42045,Delaware County
19053,ZCTA5 19053,42017,Bucks County
19054,ZCTA5 19054,42017,Bucks County
19055,ZCTA5 19055,42017,Bucks County
19056,ZCTA5 19056,42017,Bucks County
19057,ZCTA5 19057,42017,Bucks County
19060,ZCTA5 19060,42045,Delaware County
19061,ZCTA5 19061,42045,Delaware County
19063,ZCTA5 19063,42045,Delaware County
19064,ZCTA5 19064,42045,Delaware County
19066,ZCTA5 19066,42091,Montgomery County
19067,ZCTA5 19067,42017,Bucks County
19070,ZCTA5 19070,42045,Delaware County
19072,ZCTA5 19072,42091,Montgomery County
19073,ZCTA5 19073,42029,Chester County
19073,ZCTA5 19073,42045,Delaware County
19074,ZCTA5 19074,42045,Delaware County
19075,ZCTA5 19075,42091,Montgomery County
19076,ZCTA5 19076,42045,Delaware County
19078,ZCTA5 19078,42045,Delaware County
19079,ZCTA5 19079,42045,Delaware County
19081,ZCTA5 19081,42045,Delaware County
19082,ZCTA5 19082,42045,Delaware County
19083,ZCTA5 19083,42045,Delaware County
19083,ZCTA5 19083,42091,Montgomery County
19085,ZCTA5 19085,42045,Delaware County
19085,ZCTA5 19085,42091,Montgomery County
19086,ZCTA5 19086,42045,Delaware County
19087,ZCTA5 19087,42029,Chester County
19087,ZCTA5 19087,42045,Delaware County
19087,ZCTA5 19087,42091,Montgomery County
19090,ZCTA5 19090,42091,Montgomery County
19094,ZCTA5 19094,42045,Delaware County
19095,ZCTA5 19095,42091,Montgomery County
19096,ZCTA5 19096,42045,Delaware County
19096,ZCTA5 19096,42091,Montgomery County
19102,ZCTA5 19102,42101,Philadelphia County
19103,ZCTA5 19103,42101,Philadelphia County
19104,ZCTA5 19104,42101,Philadelphia County
19106,ZCTA5 19106,42101,Philadelphia County
19107,ZCTA5 19107,42101,Philadelphia County
19108,ZCTA5 19108,42101,Philadelphia County
19109,ZCTA5 19109,42101,Philadelphia County
19111,ZCTA5 19111,42101,Philadelphia County
19112,ZCTA5 19112,42101,Philadelphia County
19113,ZCTA5 19113,42045,Delaware County
19114,ZCTA5 19114,42101,Philadelphia County
19115,ZCTA5 19115,42101,Philadelphia County
19116,ZCTA5 19116,42101,Philadelphia County
19118,ZCTA5 19118,42091,Montgomery County
19118,ZCTA5 19118,42101,Philadelphia County
19119,ZCTA5 19119,42101,Philadelphia County
19120,ZCTA5 19120,42101,Philadelphia County
19121,ZCTA5 19121,42101,Philadelphia County
19122,ZCTA5 19122,42101,Philadelphia County
19123,ZCTA5 19123,42101,Philadelphia County
19124,ZCTA5 19124,42101,Philadelphia County
19125,ZCTA5 19125,42101,Philadelphia County
19126,ZCTA5 19126,42101,Philadelphia County
19127,ZCTA5 19127,42101,Philadelphia County
19128,ZCTA5 19128,42091,Montgomery County
19128,ZCTA5 19128,42101,Philadelphia County
19129,ZCTA5 19129,42101,Philadelphia County
19130,ZCTA5 19130,42101,Philadelphia County
19131,ZCTA5 19131,42101,Philadelphia County
19132,ZCTA5 19132,42101,Philadelphia County
19133,ZCTA5 19133,42101,Philadelphia County
19134,ZCTA5 19134,42101,Philadelphia County
19135,ZCTA5 19135,42101,Philadelphia County
19136,ZCTA5 19136,42101,Philadelphia County
19137,ZCTA5 19137,42101,Philadelphia County
19138,ZCTA5 19138,42101,Philadelphia County
19139,ZCTA5 19139,42101,Philadelphia County
19140,ZCTA5 19140,42101,Philadelphia County
19141,ZCTA5 19141,42101,Philadelphia County
19142,ZCTA5 19142,42101,Philadelphia County
19143,ZCTA5 19143,42101,Philadelphia County
19144,ZCTA5 19144,42101,Philadelphia County
19145,ZCTA5 19145,42101,Philadelphia County
19146,ZCTA5 19146,42101,Philadelphia County
19147,ZCTA5 19147,42101,Philadelphia County
19148,ZCTA5 19148,42101,Philadelphia County
19149,ZCTA5 19149,42101,Philadelphia County
19150,ZCTA5 19150,42101,Philadelphia County
19151,ZCTA5 19151,42101,Philadelphia County
19152,ZCTA5 19152,42101,Philadelphia County
19153,ZCTA5 19153,42045,Delaware County
19153,ZCTA5 19153,42101,Philadelphia County
19154,ZCTA5 19154,42101,Philadelphia County
19301,ZCTA5 19301,42029,Chester County
19310,ZCTA5 19310,42029,Chester County
19310,ZCTA5 19310,42071,Lancaster County
19311,ZCTA5 19311,42029,Chester County
19312,ZCTA5 19312,42029,Chester County
19312,ZCTA5 19312,42045,Delaware County
19316,ZCTA5 19316,42029,Chester County
19317,ZCTA5 19317,42029,Chester County
19317,ZCTA5 19317,42045,Delaware County
19319,ZCTA5 19319,42029,Chester County
19319,ZCTA5 19319,42045,Delaware County
19320,ZCTA5 19320,42029,Chester County
19330,ZCTA5 19330,42029,Chester County
19333,ZCTA5 19333,42029,Chester County
19335,ZCTA5 19335,42029,Chester County
19341,ZCTA5 19341,42029,Chester County
19342,ZCTA5 19342,42029,Chester County
19342,ZCTA5 19342,42045,Delaware County
19343,ZCTA5 19343,42029,Chester County
19344,ZCTA5 19344,42029,Chester County
19344,ZCTA5 19344,42071,Lancaster County
19345,ZCTA5 19345,42029,Chester County
19348,ZCTA5 19348,42029,Chester County
19350,ZCTA5 19350,42029,Chester County
19352,ZCTA5 19352,42029,Chester County
19355,ZCTA5 19355,42029,Chester County
19358,ZCTA5 19358,42029,Chester County
19362,ZCTA5 19362,42029,Chester County
19362,ZCTA5 19362,42071,Lancaster County
19363,ZCTA5 19363,42029,Chester County
19363,ZCTA5 19363,42071,Lancaster County
19365,ZCTA5 19365,42029,Chester County
19367,ZCTA5 19367,42029,Chester County
19369,ZCTA5 19369,42029,Chester County
19372,ZCTA5 19372,42029,Chester County
19373,ZCTA5 19373,42029,Chester County
19373,ZCTA5 19373,42045,Delaware County
19374,ZCTA5 19374,42029,Chester County
19375,ZCTA5 19375,42029,Chester County
19380,ZCTA5 19380,42029,Chester County
19382,ZCTA5 19382,42029,Chester County
19382,ZCTA5 19382,42045,Delaware County
19383,ZCTA5 19383,42029,Chester County
19390,ZCTA5 19390,42029,Chester County
19401,ZCTA5 19401,42091,Montgomery County
19403,ZCTA5 19403,42091,Montgomery County
19405,ZCTA5 19405,42091,Montgomery County
19406,ZCTA5 19406,42091,Montgomery County
19422,ZCTA5 19422,42091,Montgomery County
19425,ZCTA5 19425,42029,Chester County
19426,ZCTA5 19426,42091,Montgomery County
19428,ZCTA5 19428,42091,Montgomery County
19435,ZCTA5 19435,42091,Montgomery County
19436,ZCTA5 19436,42091,Montgomery County
19437,ZCTA5 19437,42091,Montgomery County
19438,ZCTA5 19438,42091,Montgomery County
19440,ZCTA5 19440,42017,Bucks County
19440,ZCTA5 19440,42091,Montgomery County
19442,ZCTA5 19442,42029,Chester County
19444,ZCTA5 19444,42091,Montgomery County
19446,ZCTA5 19446,42091,Montgomery County
19453,ZCTA5 19453,42091,Montgomery County
19454,ZCTA5 19454,42017,Bucks County
19454,ZCTA5 19454,42091,Montgomery County
19456,ZCTA5 19456,42091,Montgomery County
19457,ZCTA5 19457,42029,Chester County
19460,ZCTA5 19460,42029,Chester County
19460,ZCTA5 19460,42091,Montgomery County
19462,ZCTA5 19462,42091,Montgomery County
19464,ZCTA5 19464,42011,Berks County
19464,ZCTA5 19464,42091,Montgomery County
19465,ZCTA5 19465,42029,Chester County
19468,ZCTA5 19468,42091,Montgomery County
19472,ZCTA5 19472,42091,Montgomery County
19473,ZCTA5 19473,42091,Montgomery County
19474,ZCTA5 19474,42091,Montgomery County
19475,ZCTA5 19475,42029,Chester County
19477,ZCTA5 19477,42091,Montgomery County
19490,ZCTA5 19490,42091,Montgomery County
19492,ZCTA5 19492,42091,Montgomery County
19501,ZCTA5 19501,42011,Berks County
19501,ZCTA5 19501,42071,Lancaster County
19503,ZCTA5 19503,42011,Berks County
19504,ZCTA5 19504,42011,Berks County
19504,ZCTA5 19504,42091,Montgomery County
19505,ZCTA5 19505,42011,Berks County
19505,ZCTA5 19505,42091,Montgomery County
19506,ZCTA5 19506,42011,Berks County
19507,ZCTA5 19507,42011,Berks County
19508,ZCTA5 19508,42011,Berks County
19510,ZCTA5 19510,42011,Berks County
19511,ZCTA5 19511,42011,Berks County
19512,ZCTA5 19512,42011,Berks County
19512,ZCTA5 19512,42091,Montgomery County
19516,ZCTA5 19516,42011,Berks County
19518,ZCTA5 19518,42011,Berks County
19520,ZCTA5 19520,42011,Berks County
19520,ZCTA5 19520,42029,Chester County
19522,ZCTA5 19522,42011,Berks County
19523,ZCTA5 19523,42011,Berks County
19525,ZCTA5 19525,42011,Berks County
19525,ZCTA5 19525,42091,Montgomery County
19526,ZCTA5 19526,42011,Berks County
19529,ZCTA5 19529,42011,Berks County
19529,ZCTA5 19529,42077,Lehigh County
19530,ZCTA5 19530,42011,Berks County
19530,ZCTA5 19530,42077,Lehigh County
19533,ZCTA5 19533,42011,Berks County
19534,ZCTA5 19534,42011,Berks County
19535,ZCTA5 19535,42011,Berks County
19536,ZCTA5 19536,42011,Berks County
19538,ZCTA5 19538,42011,Berks County
19539,ZCTA5 19539,42011,Berks County
19539,ZCTA5 19539,42077,Lehigh County
19540,ZCTA5 19540,42011,Berks County
19540,ZCTA5 19540,42071,Lancaster County
19541,ZCTA5 19541,42011,Berks County
19543,ZCTA5 19543,42011,Berks County
19543,ZCTA5 19543,42029,Chester County
19543,ZCTA5 19543,42071,Lancaster County
19544,ZCTA5 19544,42011,Berks County
19545,ZCTA5 19545,42011,Berks County
19547,ZCTA5 19547,42011,Berks County
19549,ZCTA5 19549,42107,Schuylkill County
19550,ZCTA5 19550,42011,Berks County
19551,ZCTA5 19551,42011,Berks County
19551,ZCTA5 19551,42071,Lancaster County
19551,ZCTA5 19551,42075,Lebanon County
19554,ZCTA5 19554,42011,Berks County
19555,ZCTA5 19555,42011,Berks County
19559,ZCTA5 19559,42011,Berks County
19560,ZCTA5 19560,42011,Berks County
19562,ZCTA5 19562,42011,Berks County
19564,ZCTA5 19564,42011,Berks County
19565,ZCTA5 19565,42011,Berks County
19567,ZCTA5 19567,42011,Berks County
19601,ZCTA5 19601,42011,Berks County
19602,ZCTA5 19602,42011,Berks County
19604,ZCTA5 19604,42011,Berks County
19605,ZCTA5 19605,42011,Berks County
19606,ZCTA5 19606,42011,Berks County
19607,ZCTA5 19607,42011,Berks County
19608,ZCTA5 19608,42011,Berks County
19609,ZCTA5 19609,42011,Berks County
19610,ZCTA5 19610,42011,Berks County
19611,ZCTA5 19611,42011,Berks County
19701,ZCTA5 19701,10003,New Castle County
19702,ZCTA5 19702,10003,New Castle County
19703,ZCTA5 19703,10003,New Castle County
19706,ZCTA5 19706,10003,New Castle County
19707,ZCTA5 19707,10003,New Castle County
19709,ZCTA5 19709,10003,New Castle County
19710,ZCTA5 19710,10003,New Castle County
19711,ZCTA5 19711,10003,New Castle County
19713,ZCTA5 19713,10003,New Castle County
19716,ZCTA5 19716,10003,New Castle County
19717,ZCTA5 19717,10003,New Castle County
19720,ZCTA5 19720,10003,New Castle County
19730,ZCTA5 19730,10003,New Castle County
19731,ZCTA5 19731,10003,New Castle County
19732,ZCTA5 19732,10003,New Castle County
19733,ZCTA5 19733,10003,New Castle County
19734,ZCTA5 19734,10003,New Castle County
19735,ZCTA5 19735,10003,New Castle County
19736,ZCTA5 19736,10003,New Castle County
19801,ZCTA5 19801,10003,New Castle County
19802,ZCTA5 19802,10003,New Castle County
19803,ZCTA5 19803,10003,New Castle County
19804,ZCTA5 19804,10003,New Castle County
19805,ZCTA5 19805,10003,New Castle County
19806,ZCTA5 19806,10003,New Castle County
19807,ZCTA5 19807,10003,New Castle County
19808,ZCTA5 19808,10003,New Castle County
19809,ZCTA5 19809,10003,New Castle County
19810,ZCTA5 19810,10003,New Castle County
19901,ZCTA5 19901,10001,Kent County
19902,ZCTA5 19902,10001,Kent County
19904,ZCTA5 19904,10001,Kent County
19930,ZCTA5 19930,10005,Sussex County
19931,ZCTA5 19931,10005,Sussex County
19933,ZCTA5 19933,10005,Sussex County
19934,ZCTA5 19934,10001,Kent County
19936,ZCTA5 19936,10001,Kent County
19938,ZCTA5 19938,10001,Kent County
19938,ZCTA5 19938,10003,New Castle County
19939,ZCTA5 19939,10005,Sussex County
19940,ZCTA5 19940,10005,Sussex County
19941,ZCTA5 19941,10005,Sussex County
19943,ZCTA5 19943,10001,Kent County
19944,ZCTA5 19944,10005,Sussex County
19945,ZCTA5 19945,10005,Sussex County
19946,ZCTA5 19946,10001,Kent County
19947,ZCTA5 19947,10005,Sussex County
19950,ZCTA5 19950,10001,Kent County
19950,ZCTA5 19950,10005,Sussex County
19951,ZCTA5 19951,10005,Sussex County
19952,ZCTA5 19952,10001,Kent County
19952,ZCTA5 19952,10005,Sussex County
19953,ZCTA5 19953,10001,Kent County
19954,ZCTA5 19954,10001,Kent County
19955,ZCTA5 19955,10001,Kent County
19956,ZCTA5 19956,10005,Sussex County
19958,ZCTA5 19958,10005,Sussex County
19960,ZCTA5 19960,10005,Sussex County
19962,ZCTA5 19962,10001,Kent County
19963,ZCTA5 19963,10001,Kent County
19963,ZCTA5 19963,10005,Sussex County
19964,ZCTA5 19964,10001,Kent County
19966,ZCTA5 19966,10005,Sussex County
19967,ZCTA5 19967,10005,Sussex County
19968,ZCTA5 19968,10005,Sussex County
19970,ZCTA5 19970,10005,Sussex County
19971,ZCTA5 19971,10005,Sussex County
19973,ZCTA5 19973,10005,Sussex County
19973,ZCTA5 19973,24019,Dorchester County
19975,ZCTA5 19975,10005,Sussex County
19977,ZCTA5 19977,10001,Kent County
19977,ZCTA5 19977,10003,New Castle County
19979,ZCTA5 19979,10001,Kent County
19980,ZCTA5 19980,10001,Kent County
20001,ZCTA5 20001,11001,District of Columbia
20002,ZCTA5 20002,11001,District of Columbia
20003,ZCTA5 20003,11001,District of Columbia
20004,ZCTA5 20004,11001,District of Columbia
20005,ZCTA5 20005,11001,District of Columbia
20006,ZCTA5 20006,11001,District of Columbia
20007,ZCTA5 20007,11001,District of Columbia
20008,ZCTA5 20008,11001,District of Columbia
20009,ZCTA5 20009,11001,District of Columbia
20010,ZCTA5 20010,11001,District of Columbia
20011,ZCTA5 20011,11001,District of Columbia
20012,ZCTA5 20012,11001,District of Columbia
20015,ZCTA5 20015,11001,District of Columbia
20016,ZCTA5 20016,11001,District of Columbia
20017,ZCTA5 20017,11001,District of Columbia
20018,ZCTA5 20018,11001,District of Columbia
20019,ZCTA5 20019,11001,District of Columbia
20020,ZCTA5 20020,11001,District of Columbia
20024,ZCTA5 20024,11001,District of Columbia
20032,ZCTA5 20032,11001,District of Columbia
20036,ZCTA5 20036,11001,District of Columbia
20037,ZCTA5 20037,11001,District of Columbia
20045,ZCTA5 20045,11001,District of Columbia
20052,ZCTA5 20052,11001,District of Columbia
20057,ZCTA5 20057,11001,District of Columbia
20059,ZCTA5 20059,11001,District of Columbia
20064,ZCTA5 20064,11001,District of Columbia
20105,ZCTA5 20105,51107,Loudoun County
20106,ZCTA5 20106,51047,Culpeper County
20106,ZCTA5 20106,51061,Fauquier County
20106,ZCTA5 20106,51157,Rappahannock County
20109,ZCTA5 20109,51153,Prince William County
20110,ZCTA5 20110,51153,Prince William County
20110,ZCTA5 20110,51683,Manassas city
20111,ZCTA5 20111,51153,Prince William County
20111,ZCTA5 20111,51685,Manassas Park city
20112,ZCTA5 20112,51153,Prince William County
20115,ZCTA5 20115,51061,Fauquier County
20117,ZCTA5 20117,51061,Fauquier County
20117,ZCTA5 20117,51107,Loudoun County
20119,ZCTA5 20119,51061,Fauquier County
20119,ZCTA5 20119,51153,Prince William County
20120,ZCTA5 20120,51059,Fairfax County
20120,ZCTA5 20120,51107,Loudoun County
20121,ZCTA5 20121,51059,Fairfax County
20124,ZCTA5 20124,51059,Fairfax County
20129,ZCTA5 20129,51107,Loudoun County
20130,ZCTA5 20130,51043,Clarke County
20130,ZCTA5 20130,51061,Fauquier County
20130,ZCTA5 20130,51107,Loudoun County
20132,ZCTA5 20132,51107,Loudoun County
20135,ZCTA5 20135,51043,Clarke County
20135,ZCTA5 20135,51107,Loudoun County
20135,ZCTA5 20135,54037,Jefferson County
20136,ZCTA5 20136,51153,Prince William County
20137,ZCTA5 20137,51061,Fauquier County
20137,ZCTA5 20137,51153,Prince William County
20141,ZCTA5 20141,51107,Loudoun County
20143,ZCTA5 20143,51153,Prince William County
20144,ZCTA5 20144,51061,Fauquier County
20147,ZCTA5 20147,51107,Loudoun County
20148,ZCTA5 20148,51107,Loudoun County
20151,ZCTA5 20151,51059,Fairfax County
20152,ZCTA5 20152,51107,Loudoun County
20155,ZCTA5 20155,51153,Prince William County
20158,ZCTA5 20158,51107,Loudoun County
20164,ZCTA5 20164,51107,Loudoun County
20165,ZCTA5 20165,51107,Loudoun County
20166,ZCTA5 20166,51107,Loudoun County
20169,ZCTA5 20169,51061,Fauquier County
20169,ZCTA5 20169,51153,Prince William County
20170,ZCTA5 20170,51059,Fairfax County
20171,ZCTA5 20171,51059,Fairfax County
20175,ZCTA5 20175,51107,Loudoun County
20176,ZCTA5 20176,51107,Loudoun County
20180,ZCTA5 20180,51107,Loudoun County
20181,ZCTA5 20181,51061,Fauquier County
20181,ZCTA5 20181,51153,Prince William County
20184,ZCTA5 20184,51061,Fauquier County
20184,ZCTA5 20184,51107,Loudoun County
20186,ZCTA5 20186,51047,Culpeper County
20186,ZCTA5 20186,51061,Fauquier County
20187,ZCTA5 20187,51061,Fauquier County
20190,ZCTA5 20190,51059,Fairfax County
20191,ZCTA5 20191,51059,Fairfax County
20194,ZCTA5 20194,51059,Fairfax County
20197,ZCTA5 20197,51107,Loudoun County
20198,ZCTA5 20198,51061,Fauquier County
20204,ZCTA5 20204,11001,District of Columbia
20220,ZCTA5 20220,11001,District of Columbia
20230,ZCTA5 20230,11001,District of Columbia
